ID,Year_Birth,Education,Marital_Status,Income,Kidsin_home,Teenin_home,Date_became_customer,numberofdayssincelastpurchase,AmountspentDrinks,AmountspentFruits,AmountspentMeat,AmountspentFish,AmountspentSweet,AmountspentGold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,total_spent,age,total_children,total_camp_accepted,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Churn_Risk,fav_category,Deal_User_Type,Age_group,Has_child,total_purchases,Country
1150,1899,PHD,Couple,83532,0,0,26/09/2013,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,1853,116,0,1,4,3,5,12,Low Risk,Drinks,Light,Senior,No child,14,Germany
10172,1988,Master,Alone,68655,0,0,10/08/2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,1538,27,0,0,1,4,5,10,High Risk,Meat,Light,Adult,No child,20,Spain
11191,1986,Master,Alone,41411,0,0,07/12/2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,139,29,0,0,5,2,2,9,Low Risk,Meat,Light,Adult,No child,7,South Africa
9707,1969,PHD,Couple,55212,0,1,23/11/2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,46,1,2,2,4,5,11,High Risk,Drinks,Medium,Adult,Has child,17,Germany
6245,1950,PHD,Couple,59292,0,1,13/06/2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,65,1,0,2,4,3,9,Low Risk,Drinks,Medium,Senior,Has child,16,Canada
8234,1973,Undergraduate,Couple,27190,1,0,15/08/2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,18,42,1,1,5,1,1,7,Low Risk,Meat,Light,Adult,Has child,3,Australia
1411,1952,Master,Alone,82623,0,0,10/11/2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,940,63,0,0,3,3,4,10,Low Risk,Drinks,Light,Adult,No child,15,Canada
8553,1965,Master,Couple,44300,1,1,23/06/2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,42,50,2,0,2,1,1,4,Low Risk,Drinks,Medium,Adult,Has child,4,Spain
1826,1970,Master,Alone,84835,0,0,16/06/2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,1190,45,0,0,5,3,5,13,Low Risk,Meat,Light,Adult,No child,14,South Africa
8842,1971,Master,Alone,30372,1,1,25/12/2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,44,2,0,4,1,1,6,Low Risk,Drinks,Medium,Adult,Has child,5,Australia
11030,1976,Master,Couple,33181,1,0,03/01/2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,16,39,1,1,1,1,1,3,Low Risk,Drinks,Light,Adult,Has child,3,USA
2579,1957,Master,Couple,71113,0,1,17/12/2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,835,58,1,0,1,5,4,10,Low Risk,Drinks,Heavy,Adult,Has child,22,South Africa
175,1986,Master,Couple,71952,1,0,10/01/2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,29,1,2,1,4,5,10,High Risk,Drinks,Medium,Adult,Has child,20,Canada
9185,1966,PHD,Alone,69759,0,0,28/10/2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,1029,49,0,0,4,3,4,11,Low Risk,Meat,Medium,Adult,No child,15,Spain
11056,1974,Master,Couple,72099,0,0,27/10/2012,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,1188,41,0,0,5,4,5,14,Low Risk,Drinks,Light,Adult,No child,17,South Africa
9365,1976,PHD,Alone,60000,0,1,22/12/2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1277,39,1,0,3,4,5,12,Low Risk,Drinks,Heavy,Adult,Has child,19,Canada
6201,1978,Master,Alone,38643,1,1,29/11/2013,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,49,37,2,0,3,1,1,5,Low Risk,Drinks,Medium,Adult,Has child,5,Spain
2061,1955,Master,Couple,50737,0,1,11/05/2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,99,60,1,1,2,2,2,6,Low Risk,Drinks,Light,Adult,Has child,6,Spain
6184,1969,PHD,Couple,68462,0,0,12/12/2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,1670,46,0,0,5,3,5,13,Low Risk,Meat,Light,Adult,No child,14,Canada
6142,1943,Master,Couple,65073,0,0,20/08/2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,900,72,0,0,2,3,4,9,Low Risk,Drinks,Light,Senior,No child,13,Spain
4107,1948,PHD,Couple,46681,0,2,08/10/2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,425,67,2,0,3,3,3,9,Low Risk,Drinks,Medium,Senior,Has child,14,India
7274,1957,Master,Couple,78618,0,0,28/09/2012,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,2153,58,0,1,1,5,5,11,High Risk,Meat,Light,Adult,No child,21,South Africa
9336,1969,PHD,Alone,62187,0,1,22/03/2014,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,636,46,1,0,4,4,3,11,Low Risk,Drinks,Medium,Adult,Has child,18,South Africa
2958,1978,Master,Couple,28442,2,0,24/02/2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,57,37,2,0,3,2,2,7,Low Risk,Drinks,Medium,Adult,Has child,7,South Africa
933,1978,PHD,Couple,37717,1,0,23/11/2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,37,1,0,4,1,1,6,Low Risk,Drinks,Light,Adult,Has child,3,Spain
5837,1967,Master,Couple,51479,1,1,28/12/2012,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,494,48,2,0,2,3,3,8,Low Risk,Drinks,Heavy,Adult,Has child,15,Spain
10704,1969,Master,Alone,54803,0,1,21/08/2012,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,693,46,1,0,2,4,4,10,Low Risk,Drinks,Medium,Adult,Has child,17,India
5125,1960,Master,Couple,79530,0,0,17/05/2013,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,1348,55,0,0,2,5,5,12,High Risk,Meat,Light,Adult,No child,25,Spain
4432,1976,Master,Alone,31615,1,0,16/03/2013,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,51,39,1,0,1,1,1,3,Low Risk,Meat,Medium,Adult,Has child,5,Spain
5955,1962,Master,Couple,72025,0,0,17/11/2012,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,1932,53,0,0,4,3,5,12,Low Risk,Drinks,Light,Adult,No child,15,Spain
2928,1975,PHD,Alone,52614,0,1,01/12/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,40,1,0,2,3,4,9,Low Risk,Drinks,Medium,Adult,Has child,14,Spain
5680,1984,Undergraduate,Couple,35684,1,0,22/04/2014,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,31,1,0,2,1,1,4,Low Risk,Drinks,Light,Adult,Has child,4,Spain
10313,1975,Master,Couple,48178,1,1,28/10/2012,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,254,40,2,0,2,3,3,8,Low Risk,Drinks,Heavy,Adult,Has child,10,Spain
2557,1970,Master,Alone,29548,1,0,29/08/2013,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,29,45,1,1,3,1,1,5,Low Risk,Gold,Light,Adult,Has child,4,Spain
1245,1966,Master,Alone,63810,0,1,11/11/2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1371,49,1,1,3,4,5,12,Low Risk,Drinks,Heavy,Adult,Has child,19,Spain
1519,1972,PHD,Alone,38578,1,1,22/06/2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,73,43,2,0,5,2,2,9,Low Risk,Drinks,Medium,Adult,Has child,6,Spain
10703,1975,Master,Alone,46098,1,1,18/08/2012,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,120,40,2,0,1,2,2,5,Low Risk,Drinks,Heavy,Adult,Has child,7,Spain
1726,1970,Master,Alone,22585,0,0,18/03/2013,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,81,45,0,1,4,1,2,7,Low Risk,Gold,Light,Adult,No child,4,South Africa
4459,1989,Master,Alone,30279,1,0,30/12/2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,26,1,0,5,1,1,7,Low Risk,Meat,Light,Adult,Has child,4,Spain
1729,1961,PHD,Couple,66426,0,1,02/10/2013,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,1377,54,1,0,5,4,5,14,Low Risk,Drinks,Medium,Adult,Has child,18,Canada
1517,1969,Master,Alone,30822,1,0,14/06/2013,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,51,46,1,0,1,1,1,3,Low Risk,Meat,Light,Adult,Has child,4,South Africa
2098,1969,PHD,Couple,33581,2,0,08/01/2013,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,46,2,0,4,1,1,6,Low Risk,Drinks,Light,Adult,Has child,3,Spain
9543,1985,Master,Couple,19986,1,0,14/11/2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,30,1,0,2,1,1,4,Low Risk,Fruits,Light,Adult,Has child,3,Spain
6878,1954,Master,Alone,27421,0,0,12/12/2012,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,324,61,0,0,5,3,3,11,Low Risk,Meat,Medium,Adult,No child,11,Spain
3310,1973,Undergraduate,Couple,35688,2,1,22/08/2012,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,211,42,3,0,1,2,3,6,Low Risk,Meat,Heavy,Adult,Has child,9,Germany
2724,1981,Master,Alone,36143,1,0,30/03/2014,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,19,34,1,0,4,1,1,6,Low Risk,Drinks,Light,Adult,Has child,3,Spain
948,1971,Master,Alone,10245,1,0,15/05/2013,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,41,44,1,0,4,1,1,6,Low Risk,Gold,Medium,Adult,Has child,5,Germany
6720,1968,Master,Couple,43795,0,1,16/10/2013,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,492,47,1,1,5,3,3,11,Low Risk,Drinks,Medium,Adult,Has child,14,Spain
6202,1960,Master,Couple,63381,0,1,05/10/2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,55,1,0,2,5,4,11,Low Risk,Drinks,Heavy,Adult,Has child,22,Canada
2066,1949,Master,Couple,38823,0,1,30/08/2012,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,114,66,1,0,3,2,2,7,Low Risk,Drinks,Light,Senior,Has child,6,Canada
9799,1968,PHD,Alone,83664,1,1,08/05/2013,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,1173,47,2,0,3,4,4,11,Low Risk,Drinks,Medium,Adult,Has child,16,Germany
8318,1979,Master,Couple,90300,0,0,03/01/2014,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,1738,36,0,1,5,4,5,14,Low Risk,Meat,Light,Adult,No child,19,Spain
5642,1979,Master,Couple,62499,1,0,09/12/2013,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,222,36,1,0,5,3,3,11,Low Risk,Drinks,Medium,Adult,Has child,10,Spain
2669,1993,Master,Alone,74293,0,0,04/05/2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,1127,22,0,0,2,3,4,9,Low Risk,Drinks,Light,Youth,No child,15,Spain
455,1946,PHD,Couple,51012,0,0,18/04/2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,69,0,0,1,2,3,6,Low Risk,Drinks,Light,Senior,No child,9,South Africa
7683,1968,Master,Couple,70777,0,1,25/02/2014,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,787,47,1,0,1,4,4,9,Low Risk,Drinks,Medium,Adult,Has child,20,Spain
3428,1991,PHD,Couple,68682,0,0,06/10/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,24,0,0,3,5,5,13,Low Risk,Drinks,Light,Youth,No child,23,Spain
7414,1971,Master,Couple,43824,1,1,15/09/2012,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,186,44,2,0,5,2,2,9,Low Risk,Drinks,Heavy,Adult,Has child,8,Spain
6354,1984,Master,Couple,15345,1,0,31/08/2012,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,47,31,1,0,3,1,1,5,Low Risk,Gold,Medium,Adult,Has child,4,USA
798,1987,Master,Alone,23442,1,0,24/12/2012,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,28,1,0,2,1,1,4,Low Risk,Fish,Light,Adult,Has child,4,Spain
8213,1980,Undergraduate,Couple,14515,1,0,09/11/2012,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,96,35,1,0,2,2,2,6,Low Risk,Sweet,Heavy,Adult,Has child,7,USA
2488,1956,Undergraduate,Alone,31395,1,1,23/03/2013,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,64,59,2,0,1,2,2,5,Low Risk,Meat,Heavy,Adult,Has child,6,India
9999,1965,Master,Couple,75276,0,0,27/09/2012,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,1040,50,0,0,5,5,4,14,Low Risk,Drinks,Light,Adult,No child,22,South Africa
7617,1974,Master,Alone,42373,1,1,15/08/2013,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,163,41,2,0,1,2,2,5,Low Risk,Drinks,Heavy,Adult,Has child,8,USA
615,1960,Master,Couple,30507,0,0,11/03/2013,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,343,55,0,0,4,3,3,10,Low Risk,Gold,Light,Adult,No child,10,Spain
2552,1955,PHD,Alone,55521,1,2,22/10/2013,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,446,60,3,1,5,3,3,11,Low Risk,Drinks,Heavy,Adult,Has child,15,India
194,1965,Master,Couple,48006,1,1,09/06/2014,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,41,50,2,0,3,1,1,5,Low Risk,Drinks,Light,Adult,Has child,4,Spain
3645,1972,PHD,Alone,27213,1,0,30/08/2012,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,70,43,1,0,5,2,2,9,Low Risk,Meat,Medium,Adult,Has child,6,South Africa
8890,1971,PHD,Alone,65808,1,1,30/05/2014,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,272,44,2,0,5,3,3,11,Low Risk,Drinks,Medium,Adult,Has child,11,Spain
5049,1974,PHD,Couple,30351,1,0,06/06/2013,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,46,41,1,0,5,1,1,7,Low Risk,Meat,Light,Adult,Has child,5,Australia
9973,1963,Master,Couple,50437,0,2,17/10/2012,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,490,52,2,0,4,4,3,11,Low Risk,Drinks,Medium,Adult,Has child,16,Germany
7301,1982,Undergraduate,Alone,23616,1,0,17/11/2012,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,79,33,1,0,2,2,2,6,Low Risk,Gold,Medium,Adult,Has child,6,Spain
10882,1976,Master,Couple,53858,0,1,09/11/2012,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,915,39,1,0,3,3,4,10,Low Risk,Drinks,Heavy,Adult,Has child,13,South Africa
7030,1955,PHD,Couple,66465,0,1,30/03/2013,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,1485,60,1,1,5,5,5,15,Low Risk,Drinks,Medium,Adult,Has child,32,USA
7422,1987,Master,Alone,46923,1,0,22/08/2012,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,369,28,1,0,1,3,3,7,Low Risk,Fish,Medium,Adult,Has child,13,South Africa
3523,1962,Master,Couple,75072,0,1,23/01/2013,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,1073,53,1,0,1,4,4,9,Low Risk,Drinks,Medium,Adult,Has child,17,Spain
7106,1943,PHD,Couple,75865,0,0,31/03/2014,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,1242,72,0,0,2,4,5,11,High Risk,Meat,Light,Senior,No child,18,Canada
6504,1975,Undergraduate,Couple,19789,1,0,20/11/2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,78,40,1,1,4,2,2,8,Low Risk,Fish,Medium,Adult,Has child,6,Spain
5067,1994,Master,Couple,80134,0,0,14/02/2014,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,1378,21,0,4,5,4,5,14,Low Risk,Drinks,Light,Youth,No child,20,Spain
4216,1981,Master,Alone,91065,0,0,22/02/2013,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,1474,34,0,2,4,5,5,14,Low Risk,Drinks,Light,Adult,No child,25,Spain
8581,1971,Master,Couple,49505,1,1,05/03/2013,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,751,44,2,0,5,4,4,13,Low Risk,Drinks,Heavy,Adult,Has child,20,Spain
5929,1973,PHD,Couple,37401,1,0,06/05/2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,48,42,1,0,5,1,1,7,Low Risk,Drinks,Medium,Adult,Has child,5,Spain
3129,1983,Master,Couple,30096,1,0,22/05/2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,32,1,0,4,1,1,6,Low Risk,Fish,Light,Adult,Has child,5,India
6528,1982,Master,Couple,18492,1,0,05/06/2014,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,10,33,1,0,2,1,1,4,Low Risk,Drinks,Light,Adult,Has child,3,South Africa
1361,1974,Master,Couple,82584,0,0,04/06/2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,1435,41,0,2,4,3,5,12,Low Risk,Drinks,Light,Adult,No child,15,Spain
6932,1941,PHD,Couple,93027,0,0,13/04/2013,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,2119,74,0,1,2,5,5,12,High Risk,Drinks,Light,Senior,No child,22,South Africa
7284,1953,Master,Couple,48686,1,2,04/12/2013,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,20,62,3,0,5,1,1,7,Low Risk,Drinks,Light,Adult,Has child,3,Australia
1340,1986,Master,Couple,92910,0,0,24/04/2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,1795,29,0,3,3,5,5,13,Low Risk,Meat,Light,Adult,No child,26,Australia
8746,1989,Master,Couple,75433,1,0,05/04/2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,1188,26,1,2,4,4,5,13,Low Risk,Drinks,Medium,Adult,Has child,17,Spain
5987,1989,Undergraduate,Couple,10404,1,0,04/05/2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,43,26,1,0,3,1,1,5,Low Risk,Gold,Medium,Adult,Has child,5,Spain
3767,1968,Master,Couple,61314,0,1,25/04/2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,1008,47,1,0,5,5,4,14,Low Risk,Drinks,Medium,Adult,Has child,22,Germany
3725,1961,PHD,Alone,84865,0,0,09/05/2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,1688,54,0,4,5,3,5,13,Low Risk,Drinks,Light,Adult,No child,15,Canada
4324,1989,Master,Couple,42387,1,0,29/10/2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,684,26,1,0,3,4,4,11,Low Risk,Drinks,Heavy,Adult,Has child,16,Australia
238,1967,Undergraduate,Couple,67309,1,1,23/01/2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,1082,48,2,0,2,5,4,11,Low Risk,Drinks,Heavy,Adult,Has child,24,Spain
6694,1964,Master,Couple,75236,0,1,25/11/2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,1068,51,1,0,4,5,4,13,Low Risk,Drinks,Light,Adult,Has child,24,Spain
498,1970,Master,Alone,30015,1,0,02/02/2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,57,45,1,0,4,1,2,7,Low Risk,Drinks,Medium,Adult,Has child,5,South Africa
9347,1956,Master,Couple,50943,0,1,21/06/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,46,59,1,0,3,1,1,5,Low Risk,Drinks,Light,Adult,Has child,4,Germany
9699,1966,Master,Alone,67272,0,1,21/12/2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,733,49,1,0,5,4,4,13,Low Risk,Drinks,Medium,Adult,Has child,20,South Africa
10664,1949,Master,Alone,51529,0,1,07/09/2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,467,66,1,0,5,3,3,11,Low Risk,Drinks,Medium,Senior,Has child,15,India
5455,1971,PHD,Couple,32011,1,0,22/08/2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,122,44,1,0,1,2,2,5,Low Risk,Drinks,Medium,Adult,Has child,7,Spain
456,1986,Undergraduate,Couple,7500,1,0,07/02/2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,36,29,1,0,1,1,1,3,Low Risk,Fruits,Medium,Adult,Has child,5,Spain
5012,1989,Master,Couple,28691,1,0,04/07/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,26,1,0,3,1,1,5,Low Risk,Meat,Light,Adult,Has child,4,Spain
7495,1948,PHD,Couple,56223,0,1,20/12/2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,156,67,1,0,2,2,2,6,Low Risk,Drinks,Medium,Senior,Has child,8,Spain
5029,1946,Master,Couple,18100,0,0,06/08/2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,14,69,0,0,5,1,1,7,Low Risk,Fish,Light,Senior,No child,3,Canada
10642,1989,Master,Alone,30279,1,0,30/12/2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,26,1,0,5,1,1,7,Low Risk,Meat,Light,Adult,Has child,4,USA
2106,1974,Undergraduate,Couple,20130,0,0,17/03/2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,41,0,0,1,1,1,3,Low Risk,Gold,Light,Adult,No child,4,Australia
10364,1959,Master,Alone,23295,0,0,13/07/2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,20,56,0,0,2,1,1,4,Low Risk,Sweet,Light,Adult,No child,3,Australia
5954,1972,Master,Alone,42618,1,0,09/10/2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,192,43,1,0,1,2,2,5,Low Risk,Drinks,Medium,Adult,Has child,9,Australia
1137,1964,Master,Alone,81246,0,0,29/12/2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,1379,51,0,2,1,4,5,10,High Risk,Meat,Light,Adult,No child,16,Spain
2541,1976,Master,Couple,24027,1,0,09/06/2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,48,39,1,0,5,1,1,7,Low Risk,Drinks,Medium,Adult,Has child,5,Spain
1142,1953,PHD,Couple,55707,0,1,22/12/2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,428,62,1,0,1,3,3,7,Low Risk,Drinks,Medium,Adult,Has child,14,Canada
2276,1955,Master,Alone,57959,0,1,02/05/2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,868,60,1,0,2,5,4,11,Low Risk,Drinks,Heavy,Adult,Has child,22,India
2807,1969,Master,Couple,56796,0,1,16/02/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,1001,46,1,0,4,5,4,13,Low Risk,Drinks,Medium,Adult,Has child,24,Canada
6471,1971,Master,Alone,36230,1,0,17/10/2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,59,44,1,0,5,2,2,9,Low Risk,Meat,Light,Adult,Has child,6,Spain
6131,1980,Undergraduate,Couple,70829,1,1,01/12/2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,431,35,2,0,1,3,3,7,Low Risk,Drinks,Medium,Adult,Has child,14,South Africa
6233,1976,Master,Couple,65991,0,1,07/09/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,971,39,1,0,4,5,4,13,Low Risk,Drinks,Medium,Adult,Has child,24,South Africa
4148,1972,Master,Couple,38988,1,2,20/08/2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,348,43,3,0,1,3,3,7,Low Risk,Drinks,Heavy,Adult,Has child,12,South Africa
4947,1966,Undergraduate,Alone,89572,0,0,15/09/2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,2059,49,0,2,3,5,5,13,Low Risk,Meat,Light,Adult,No child,23,Spain
3225,1984,Master,Couple,42207,1,0,01/04/2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,265,31,1,1,2,3,3,8,Low Risk,Drinks,Heavy,Adult,Has child,10,Germany
7540,1952,Master,Couple,50300,0,1,25/05/2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,270,63,1,0,3,3,3,9,Low Risk,Drinks,Medium,Adult,Has child,11,South Africa
10648,1982,Undergraduate,Couple,66664,0,0,25/09/2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,1289,33,0,0,2,4,5,11,High Risk,Meat,Light,Adult,No child,18,Canada
1992,1964,Master,Couple,60597,0,1,01/01/2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,893,51,1,1,5,3,4,12,Low Risk,Drinks,Heavy,Adult,Has child,12,South Africa
7851,1949,Master,Alone,70165,0,0,22/09/2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,926,66,0,0,2,5,4,11,Low Risk,Meat,Light,Senior,No child,21,Spain
8594,1958,PHD,Alone,50520,0,1,28/01/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,135,57,1,0,4,2,2,8,Low Risk,Drinks,Medium,Adult,Has child,7,Germany
